Track name,Artist name,Album,Playlist name,Type,ISRC
"Compared to What","Roberta Flack","First Take","Soul Without Soul","Playlist","USAT29500143"
"Ain't No Sunshine","Bill Withers","Just As I Am","Soul Without Soul","Playlist","USSM10000372"
"Superstition - Single Version","Stevie Wonder","Number Ones","Soul Without Soul","Playlist","USMO10000310"
"September","Earth, Wind & Fire","The Eternal Dance","Soul Without Soul","Playlist","USSM17800253"
"Boogie Wonderland","Earth, Wind & Fire","I Am","Soul Without Soul","Playlist","USSM19922860"
"I've Got a Woman","Ray Charles","Ray Charles (aka: Hallelujah, I Love Her So)","Soul Without Soul","Playlist","USAT29902160"
"Take Care Of Business","Nina Simone","I Put A Spell On You","Soul Without Soul","Playlist","USPR36560024"
"Cry to Me","Solomon Burke","The Very Best of Solomon Burke","Soul Without Soul","Playlist","USAT20001004"
"I Got You (I Feel Good)","James Brown","Get On Up - The James Brown Story (Original Motion Picture Soundtrack)","Soul Without Soul","Playlist","USF066500010"
"Let's Get It On","Marvin Gaye","Let's Get It On (Deluxe Edition)","Soul Without Soul","Playlist","USMO17300037"
"It's A Man's, Man's, Man's World","James Brown & The Famous Flames","It's A Man's Man's Man's World","Soul Without Soul","Playlist","USPG19190035"
"Mercy","Duffy","Rockferry","Soul Without Soul","Playlist","GBUM70711275"
"Hit the Road Jack","Ray Charles","Greatest Hits, Vol.1","Soul Without Soul","Playlist","DEG320700128"
"I Put A Spell On You","Nina Simone","I Put A Spell On You","Soul Without Soul","Playlist","USPR36600001"
"Stand by Me","Otis Redding","Pain in My Heart","Soul Without Soul","Playlist","USAT10000012"
"Stand by Me","Ben E. King","Don't Play That Song (Mono)","Soul Without Soul","Playlist","USAT21402270"
"Think","Aretha Franklin","Aretha Now","Soul Without Soul","Playlist","USAT20801206"
"I Want You Back","The Jackson 5","Diana Ross Presents The Jackson 5","Soul Without Soul","Playlist","USMO19400306"
"Lovely Day","Bill Withers","The Essential Bill Withers","Soul Without Soul","Playlist","USSM10207844"
"Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2","James Brown","The Singles Vol. 7: 1970-1972","Soul Without Soul","Playlist","USF067025050"
"My Girl","Otis Redding","Otis Blue: Otis Redding Sings Soul (Collector's Edition)","Soul Without Soul","Playlist","USAT20800906"
"Soul Man","Sam & Dave","Soul Men","Soul Without Soul","Playlist","USAT20001065"
"Try A Little Tenderness","Otis Redding","Stax-Volt: The Complete Singles 1959-1968","Soul Without Soul","Playlist","USAT29902035"
"Get Up Offa That Thing","James Brown","The Singles Vol.10 (1975-1979)","Soul Without Soul","Playlist","USF067625010"
"Black or White - Single Version","Michael Jackson","The Essential Michael Jackson","Soul Without Soul","Playlist","USSM10312784"
"Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Daft Punk","Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]","Soul Without Soul","Playlist","USQX91300809"
"Angels","Robbie Williams","Life Thru A Lens","Soul Without Soul","Playlist","GBAYE9700233"
"Hurt","Johnny Cash","American IV: The Man Comes Around","Soul Without Soul","Playlist","USDJ20200650"
"Let's Stay Together","Al Green","Let's Stay Together","Soul Without Soul","Playlist","US2HK0913701"
"Bring It On Home to Me","Sam Cooke","The Man Who Invented Soul","Soul Without Soul","Playlist","USRC16206739"
"She Was a Doorman","Ana Popovic","Trilogy, Vol. 1","Soul Without Soul","Playlist","QMHBJ1300031"
"What You Won't Do for Love","Bobby Caldwell","What You Won't Do for Love","Soul Without Soul","Playlist","USA370532331"
"Pumped Up Kicks","Foster The People","Torches","Soul Without Soul","Playlist","USSM11002931"
"Sh-Boom (Life Could Be a Dream)","The Sh-Booms","Life Could Be a Dream","Soul Without Soul","Playlist","GB8XC1411442"
"Take Me Home, Country Roads - Rerecorded","John Denver","The John Denver Collection, Vol. 1: Take Me Home Country Roads","Soul Without Soul","Playlist","USA370529726"
"Can't Help Falling in Love","Elvis Presley","Blue Hawaii","Soul Without Soul","Playlist","USRC16101350"
"Let A Woman Be A Woman - Let A Man Be A Man","Dyke & The Blazers","Dyke's Greatest Hits - The Complete Singles","Soul Without Soul","Playlist","QMFMK1322011"
"Freak U","Nils Landgren Funk Unit","Licence to Funk","Soul Without Soul","Playlist","DEH840701644"
"Freedom","Soulive","Freiheit (My Jazz)","Soul Without Soul","Playlist","USC4R0506505"
"Do What You Wanna - Mr. Scruff's Soul Party Remix","Ramsey Lewis","Freiheit (My Jazz)","Soul Without Soul","Playlist","USGR10300560"
"Champagne & Reefer - Live","Muddy Waters","Muddy ""Mississippi"" Waters Live (Legacy Edition)","Soul Without Soul","Playlist","USSM10308625"
"When We Get By","D'Angelo","Brown Sugar","Soul Without Soul","Playlist","USEM39500200"
"Kiss from a Rose","Seal","Seal","Soul Without Soul","Playlist","USWB19900917"
"Fell in Love with a Girl","The White Stripes","Fell in Love with a Girl","Soul Without Soul","Playlist","GBBKS0100352"
"Sunshine Of Your Love","Cream","Disraeli Gears","Soul Without Soul","Playlist","GBA076700020"
"The Rubberband Man","The Spinners","The Rubberband Man / Now That We're Together","Soul Without Soul","Playlist","USAT20902284"
"Use Me","Bill Withers","Still Bill","Soul Without Soul","Playlist","USSM10207818"
"Summer In The City","Quincy Jones","You've Got It Bad Girl","Soul Without Soul","Playlist","USUM70608687"
"That's Life","Frank Sinatra","That's Life","Soul Without Soul","Playlist","USRH10800967"
"Take Back the Night","Justin Timberlake","The 20/20 Experience - 2 of 2 (Deluxe)","Soul Without Soul","Playlist","USRC11301011"
"Snow (Hey Oh)","Red Hot Chili Peppers","Stadium Arcadium","Soul Without Soul","Playlist","USWB10601591"
"Mean Blues","Floyd Lee Band","Mean Blues","Soul Without Soul","Playlist","ushm80860010"
"I Like It Like That","Pete Rodriguez","I Like It Like That","Soul Without Soul","Playlist","USDBB0600184"
"Che vuole questa musica stasera","Armando Trovajoli","Profumo di donna","Soul Without Soul","Playlist","ITC000401789"
"Non, je ne regrette rien","Édith Piaf","Eternelle","Soul Without Soul","Playlist","FRZ116000530"
"Hold On, I'm Comin'","Sam & Dave","Hold On, I'm Comin'","Soul Without Soul","Playlist","USAT20001059"
"Can't Stop","Red Hot Chili Peppers","By the Way (Deluxe Edition)","Soul Without Soul","Playlist","USWB10201694"
"True Love Don't Grow on Trees","Helene Smith","Eccentric Soul: The Outskirts Of Deep City","Soul Without Soul","Playlist","USCW60701707"
"Uptown Funk (feat. Bruno Mars)","Mark Ronson","Uptown Special","Soul Without Soul","Playlist","GBARL1401524"
"War","Edwin Starr","War And Peace","Soul Without Soul","Playlist","USMO17000050"
"Blurred Lines","Robin Thicke","Blurred Lines (Deluxe)","Soul Without Soul","Playlist","USUM71307668"
"Mad About You - Live at Koningin Elisabethzaal 2012","Hooverphonic","With Orchestra Live","Soul Without Soul","Playlist","BEB471200174"
"Dance With Somebody","Mando Diao","Give Me Fire (New Version)","Soul Without Soul","Playlist","SEYBD0800402"
"Everybody Likes Something Good","Ify Jerry Crusade","Nigeria 70 - Lagos Jump","Soul Without Soul","Playlist","DEG930690236"
"Come and Get Your Love (Rerecorded Version)","Redbone","The Best Of Redbone","Soul Without Soul","Playlist","USDEI8204352"
"Short Change Hero","The Heavy","The House That Dirt Built","Soul Without Soul","Playlist","GBCFB0901504"
"Grandma's Hands","Bill Withers","Just As I Am","Soul Without Soul","Playlist","USSM10000373"
"One Step Ahead","Aretha Franklin","A Bit Of Soul","Soul Without Soul","Playlist","USSM11100907"
"Here but I'm Gone","Curtis Mayfield","New World Order","Soul Without Soul","Playlist","USWB19600473"
"Move on Up - Single Edit","Curtis Mayfield","Move on Up","Soul Without Soul","Playlist","USRH11509321"
"Pusherman","Curtis Mayfield","Superfly (Soundtrack from the Motion Picture) [Deluxe 25th Anniversary Edition]","Soul Without Soul","Playlist","USRH10282848"
"Superfly","Curtis Mayfield","Superfly (Soundtrack from the Motion Picture) [Deluxe 25th Anniversary Edition]","Soul Without Soul","Playlist","USRH10282626"
"Wonderwall","Oasis","(What's The Story) Morning Glory?","Soul Without Soul","Playlist","GBAAW9500189"
"West Coast Poplock","Ronnie Hudson","Magic Disc Records- West Coast Rap-thology","Soul Without Soul","Playlist","US4DR0700012"
"Feeling Good","Michael Bublé","It's Time","Soul Without Soul","Playlist","USRE10401889"
"I Can't Remember Love (Music from the Netflix Limited Series The Queen's Gambit)","Anna Hauss","I Can't Remember Love (Music from the Netflix Limited Series The Queen's Gambit)","Soul Without Soul","Playlist","QZ8BZ2000720"
"Express Yourself","Charles Wright & The Watts 103rd Street Rhythm Band","Express Yourself","Soul Without Soul","Playlist","USWB17000001"
"Green Onions","Booker T. & the M.G.'s","Green Onions","Soul Without Soul","Playlist","USAT20000736"
"Just the Two of Us (feat. Bill Withers)","Grover Washington, Jr.","Anthology","Soul Without Soul","Playlist","USEE19901162"
"And the Beat Goes On","The Whispers","The Whispers / Happy Holidays to You","Soul Without Soul","Playlist","GBAJE7900036"
"Put Your Head On My Shoulder","Paul Anka","Put Your Head On My Shoulder: The Very Best Of Paul Anka","Soul Without Soul","Playlist","USRC10000600"
"Miss Alissa","Eagles Of Death Metal","Peace Love Death Metal","Soul Without Soul","Playlist","US4N80500094"
"The Chain - 2004 Remaster","Fleetwood Mac","Rumours (Super Deluxe)","Soul Without Soul","Playlist","USWB11301116"
"Going Up The Country","Canned Heat","The Best Of Canned Heat","Soul Without Soul","Playlist","USEM38700071"
"Reach Out I'll Be There","Four Tops","Reach Out","Soul Without Soul","Playlist","USMO10119990"
"Mr. Blue Sky","Electric Light Orchestra","Out of the Blue","Soul Without Soul","Playlist","USSM17200399"
"Come and Get Your Love - Single Version","Redbone","Come and Get Your Love","Soul Without Soul","Playlist","USSM17300653"
"One (feat. Frank Sinatra)","Logic","YS Collection Vol. 1","Soul Without Soul","Playlist","USUM72110023"
"Overture - From ""Whiplash""","Justin Hurwitz","Whiplash (Original Motion Picture Soundtrack)","Soul Without Soul","Playlist","US3M51428602"
"Caravan","John Wasson","Whiplash (Original Motion Picture Soundtrack)","Soul Without Soul","Playlist","US3M51428606"
"You're The First, The Last, My Everything - Single Version","Barry White","You're The First, The Last, My Everything","Soul Without Soul","Playlist","USUM70502309"
"Can't Get Enough Of Your Love, Babe","Barry White","Can't Get Enough","Soul Without Soul","Playlist","USPR37407059"
"Hey Laura","Gregory Porter","Liquid Spirit","Soul Without Soul","Playlist","FRUM71301840"
"People Get Up And Drive Your Funky Soul - Remix","James Brown","Motherlode","Soul Without Soul","Playlist","USUR10300488"
"Get Up I Feel Like Being Like A Sex Machine, Pts. 1 & 2","James Brown","70's Funk Classics","Soul Without Soul","Playlist","USF067025050"
"Main Theme From Trouble Man - 2","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200009"
"""T"" Plays It Cool","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200010"
"Poor Abbey Walsh","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200011"
"The Break In (Police Shoot Big)","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200012"
"Cleo's Apartment","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200013"
"Trouble Man","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200014"
"Theme From Trouble Man","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200015"
"""T"" Stands For Trouble","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200016"
"Main Theme From Trouble Man - 1","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200017"
"Life Is A Gamble","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200018"
"Deep In It","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200019"
"Don't Mess With Mister ""T""","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200022"
"There Goes Mister ""T""","Marvin Gaye","Trouble Man","Soul Without Soul","Playlist","USMO17200021"
"Shake Your Groove Thing","Peaches & Herb","2 Hot!","Soul Without Soul","Playlist","USF067825160"
"Harlem Shuffle","Bob & Earl","Harlem Shuffle","Soul Without Soul","Playlist","QMDA71491595"
"She's Not There","The Zombies","Begin Here","Soul Without Soul","Playlist","GBCBS6432190"
"You Couldn't Be Cuter","Ella Fitzgerald","Ella Fitzgerald Sings The Jerome Kern Songbook","Soul Without Soul","Playlist","USF096300900"
"Cool Yule","Louis Armstrong","White Christmas (Deluxe Edition)","Soul Without Soul","Playlist","USMC15385420"
"A Woman Is A Sometime Thing","Louis Armstrong","The Complete Ella And Louis On Verve","Soul Without Soul","Playlist","USWWW0200730"
"Dani California","Red Hot Chili Peppers","Stadium Arcadium","Soul Without Soul","Playlist","USWB10600700"
"Unchained Melody","The Righteous Brothers","Just Once In My Life","Soul Without Soul","Playlist","USPG19090023"
"California Dreamin'","Bobby Womack","Fly Me To The Moon","Soul Without Soul","Playlist","USEM39200360"
"Didn't I","Darondo","Let My People Go","Soul Without Soul","Playlist","USLNH0604803"
"If You Don't Know Me by Now - 2008 Remaster","Simply Red","A New Flame (Expanded Version)","Soul Without Soul","Playlist","GBCRL0800110"
"Paint It, Black","The Rolling Stones","Aftermath","Soul Without Soul","Playlist","USA176610020"
"Sky High","The Souljazz Orchestra","Chaos Theories","Soul Without Soul","Playlist","DEG931910756"
"Stairway to Heaven - Remaster","Led Zeppelin","Led Zeppelin IV (Deluxe Edition)","Soul Without Soul","Playlist","USAT21300959"
"Black Dog - Remaster","Led Zeppelin","Led Zeppelin IV (Deluxe Edition)","Soul Without Soul","Playlist","USAT21300956"
"Money For Nothing","Dire Straits","Brothers In Arms - 20th Anniversary Edition","Soul Without Soul","Playlist","GBF088500674"
"Riders on the Storm","The Doors","L.A. Woman","Soul Without Soul","Playlist","USEE19900773"
"Don't Let Me Down - Remastered 2009","The Beatles","The Beatles 1967 - 1970 (Remastered)","Soul Without Soul","Playlist","GBAYE0900599"
"Somebody's Watching Me","Rockwell","12"" 80s Classics","Soul Without Soul","Playlist","USMO18400484"
"Crazy","Stephen Kramer Glickman","The Moving Company","Soul Without Soul","Playlist","QZK6K2141785"
"Six Blade Knife","Dire Straits","Dire Straits","Soul Without Soul","Playlist","GBF089601039"
"Don't Let Me Be Misunderstood","Nina Simone","Broadway-Blues-Ballads","Soul Without Soul","Playlist","USPR36400091"
"Grandmother's Dream","Erik Söderlind","Happening","Soul Without Soul","Playlist","SEBAA1000606"
"Use Me","Joy Denalane","Let Yourself Be Loved (Deluxe Edition)","Soul Without Soul","Playlist","DEUM72004013"
"Sweet Dreams (Are Made of This) - Remastered","Eurythmics","Sweet Dreams (Are Made Of This)","Soul Without Soul","Playlist","GBARL0300589"
"Tuyo (Narcos Theme) [Extended Version] - A Netflix Original Series Soundtrack","Rodrigo Amarante","Tuyo (Narcos Theme) [Extended Version] [A Netflix Original Series Soundtrack]","Soul Without Soul","Playlist","FR3X61800160"
"You're No Good","Betty Everett","Hot to Hold","Soul Without Soul","Playlist","DEZZ42170722"
"99 Problems","Hugo","Old Tyme Religion","Soul Without Soul","Playlist","USSM11000246"
"Lady - Hear Me Tonight","Modjo Band","Modjo Band (Remastered)","Soul Without Soul","Playlist","FR9W10100535"
"Another One Bites The Dust - Remastered 2011","Queen","The Game (2011 Remaster)","Soul Without Soul","Playlist","GBUM71029605"
"Bohemian Rhapsody - Remastered 2011","Queen","A Night At The Opera (2011 Remaster)","Soul Without Soul","Playlist","GBUM71029604"
"Under Pressure - Remastered 2011","Queen","Hot Space (2011 Remaster)","Soul Without Soul","Playlist","GBUM71029622"
"Stayin' Alive","Bee Gees","Staying Alive (Original Motion Picture Soundtrack)","Soul Without Soul","Playlist","GBA077700130"
"Earned It (Fifty Shades Of Grey)","The Weeknd","The Highlights","Soul Without Soul","Playlist","USUG11500923"
"Grandma's Place","Jah Digga","Grandma's Place","Soul Without Soul","Playlist","FRX202207217"
"Feel It Still","Portugal. The Man","Woodstock","Soul Without Soul","Playlist","USAT21700437"
"Sway","Michael Bublé","Michael Bublé","Soul Without Soul","Playlist","USRE10201551"
"Dolphin Dance","Ahmad Jamal Trio","The Awakening","Soul Without Soul","Playlist","USMC17052099"
"Fortunate Son","Creedence Clearwater Revival","Willy And The Poor Boys (Expanded Edition)","Soul Without Soul","Playlist","USC4R0817618"
"Shades","ESCHES","Shades","Soul Without Soul","Playlist","DEWA72200115"
"P.Y.T. (Pretty Young Thing)","Michael Jackson","Thriller","Soul Without Soul","Playlist","USSM19902993"
"I Can't Dance","Genesis","The Platinum Collection","Soul Without Soul","Playlist","GBAAA9100049"
"Assumptions","Sam Gellaitry","IV","Soul Without Soul","Playlist","GBAYE2100388"
"Devils Plans","Dominic Lewis","Kaleidoscope (Soundtrack from the Netflix Series)","Soul Without Soul","Playlist","QZ8BZ2204202"
"My Jamaican Dub","Bacao Rhythm & Steel Band","Expansions","Soul Without Soul","Playlist","QZ2L62000019"
"Be Thankful for What You've Got - David Todd Remix (Radio Edit)","William DeVaughn","Be Thankful for What You Got","Soul Without Soul","Playlist","CAU118004571"
"Free Bird","Lynyrd Skynyrd","Pronounced' Leh-'Nerd 'Skin-'Nerd","Soul Without Soul","Playlist","USMC17301722"
"I Heard It Through The Grapevine","Marvin Gaye","In The Groove","Soul Without Soul","Playlist","USMO19582697"
"Say Say Say","Paul McCartney","All The Best (UK Version)","Soul Without Soul","Playlist","GBCCS8300875"
"Smokestack Lightnin'","Howlin' Wolf","Moanin' In The Moonlight","Soul Without Soul","Playlist","USMC15646854"
"Shining Star","Earth, Wind & Fire","That's The Way Of The World","Soul Without Soul","Playlist","USSM17400660"
"ABC","The Jackson 5","ABC","Soul Without Soul","Playlist","USMO17082628"
"Blue Monday","New Order","Substance","Soul Without Soul","Playlist","GBAAP0001115"
"Shape Of My Heart","Sting","Ten Summoner's Tales","Soul Without Soul","Playlist","GBAAM9390010"
"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John","Honky Chateau","Soul Without Soul","Playlist","GBAMB7200006"
"Everybody Wants To Rule The World","Tears For Fears","Songs From The Big Chair (Super Deluxe Edition)","Soul Without Soul","Playlist","GBF088590110"
"Cross The Tracks (We Better Go Back)","Maceo And The Macks","Funky Good Time: The Anthology","Soul Without Soul","Playlist","USF067400020"
"The Rub","Gwen McCrae","Together","Soul Without Soul","Playlist","USBEN1359708"
"Back From the Dead","Bobby Byrd","Sayin' It and Doin' It","Soul Without Soul","Playlist","DEF090610303"
"We Got More Soul","Dyke & The Blazers","Dyke's Greatest Hits - The Complete Singles","Soul Without Soul","Playlist","QMFMK1322009"
"Get down samedi soir","Oliver Cheatham - Rohff","La vie avant la mort","Soul Without Soul","Playlist","FRY680200095"
"Summer Madness","Kool & The Gang","Light Of Worlds","Soul Without Soul","Playlist","USPR37404007"
"Aerials","System Of A Down","Toxicity","Soul Without Soul","Playlist","USSM10107264"
"Get Down Saturday Night (Italian Disco Mafia Mix)","Gary Caos","Get Down Saturday Night (Italian Disco Mafia Mix)","Soul Without Soul","Playlist","AUGBT2213711"
"Get Down Saturday Night","Oliver Cheatham","Saturday Songs","Soul Without Soul","Playlist","USMC10111183"
"Left Hand Free","alt-J","This Is All Yours","Soul Without Soul","Playlist","GBZUZ1400272"
"Wicked Game","Chris Isaak","Heart Shaped World","Soul Without Soul","Playlist","USRE19900989"
"Suavemente","Elvis Crespo","Suavemente","Soul Without Soul","Playlist","USSD19700576"
"What You Know","Two Door Cinema Club","Tourist History","Soul Without Soul","Playlist","FRU700900116"
"Papa Was A Rollin' Stone - Single Version","The Temptations","20th Century Masters: The Millennium Collection: Best Of The Temptations, Vol. 2 - The '70s, '80s, '90s","Soul Without Soul","Playlist","USMO17200080"
"I'd Rather Go Blind","Etta James","Tell Mama","Soul Without Soul","Playlist","USMC16746346"
"A Change Is Gonna Come - Live from BBC/Radio 1","Fugees","Greatest Hits","Soul Without Soul","Playlist","USSM10304169"
"Dreamflower","Tarika Blue","Tarika Blue","Soul Without Soul","Playlist","USASQ0511008"
"You Should Be Dancing","Bee Gees","The Ultimate Bee Gees","Soul Without Soul","Playlist","USRH10722668"
"Fearful Odds","M83","Oblivion - Original Motion Picture Soundtrack","LMFAO","Playlist","USQ4E1300624"
"Cornfield Chase","Hans Zimmer","Interstellar (Original Motion Picture Soundtrack)","LMFAO","Playlist","USNLR1400774"
"Mountains","Hans Zimmer","Interstellar (Original Motion Picture Soundtrack)","LMFAO","Playlist","USNLR1400780"
"Drink Up Me Hearties Yo Ho","Hans Zimmer","Pirates Of The Caribbean: At World's End Original Soundtrack","LMFAO","Playlist","USWD10731845"
"Beautiful Lie","Hans Zimmer","Batman v Superman: Dawn of Justice (Original Motion Picture Soundtrack)","LMFAO","Playlist","USNLR1500887"
"Mind Heist","Zack Hemsey","Mind Heist","LMFAO","Playlist","US5C31100015"
"So Silent","Zack Hemsey","Ronin","LMFAO","Playlist","US5C31300004"
"Vengeance","Zack Hemsey","The Way","LMFAO","Playlist","US5C31100001"
"Redemption","Zack Hemsey","The Way","LMFAO","Playlist","US5C31100002"
"The Calling","Zack Hemsey","The Way","LMFAO","Playlist","US5C31100004"
"See What I've Become","Zack Hemsey","The Way","LMFAO","Playlist","US5C31100009"
"The Way","Zack Hemsey","The Way","LMFAO","Playlist","US5C31100010"
"Waking Up","M83","Oblivion - Original Motion Picture Soundtrack","LMFAO","Playlist","USQ4E1300598"
"I'm Sending You Away","M83","Oblivion - Original Motion Picture Soundtrack","LMFAO","Playlist","USQ4E1300621"
"Day One","Hans Zimmer","Interstellar (Original Motion Picture Soundtrack)","LMFAO","Playlist","USNLR1400776"
"The Imitation Game","Alexandre Desplat","The Imitation Game (Original Motion Picture Soundtrack)","LMFAO","Playlist","USSM11406170"
"I Can Carry You","James Newton Howard","Blood Diamond (Original Motion Picture Soundtrack)","LMFAO","Playlist","US3M50678017"
"No Man's Land","Zack Hemsey","Nomad","LMFAO","Playlist","US5C31600010"
"Prologue ""We Push..""","Johan Söderqvist","Battlefield 1 (Original Soundtrack)","LMFAO","Playlist","CAN111600510"
"Farewell Life (Arn Andersson Remix)","Nights Amore","Best of, Pt. 2","LMFAO","Playlist","uscgj1537146"
"The Revenant Main Theme","Ryuichi Sakamoto","The Revenant (Original Motion Picture Soundtrack)","LMFAO","Playlist","FRZ811511088"
"Norman","Steven Price","Fury (Original Motion Picture Soundtrack)","LMFAO","Playlist","US3M51430819"
"Lone Survivor","Steve Jablonsky","Lone Survivor (Original Motion Picture Soundtrack)","LMFAO","Playlist","GB2H71200619"
"Prime","Steve Jablonsky","Transformers: Revenge Of The Fallen - The Score","LMFAO","Playlist","USRE10901182"
"Hunger, Thirst","Johannes Bornlöf","The Road To Meteora","LMFAO","Playlist","SE5Q51700210"
"Who's There","Peter Sandberg","Balm","LMFAO","Playlist","SE5Q51700253"
"Journey to the Line","Hans Zimmer","The Thin Red Line","LMFAO","Playlist","USBC19803238"
"Any Other Name","Thomas Newman","American Beauty (Soundtrack)","LMFAO","Playlist","USDW19921012"
"Some","Nils Frahm","Solo","LMFAO","Playlist","GBWZD1506502"
"Atonement","Ramin Djawadi","Game of Thrones: Season 5 (Music from the HBO Series)","LMFAO","Playlist","USNLR1500189"
"I Will Not Forget You","Max Richter","Testament of Youth (Original Motion Picture Soundtrack)","LMFAO","Playlist","US5941405240"
"Some","Nils Frahm","Solo","LMFAO","Playlist","GBWZD1506502"
"Finale","John Paesano","The Maze Runner (Original Motion Picture Soundtrack)","LMFAO","Playlist","USSM11406012"
"Le conseguenze dell’amore","Pasquale Catalano","Le conseguenze dell'amore","LMFAO","Playlist","ITC700400102"
"Safe Now","Henry Jackman","Captain Phillips (Original Motion Picture Soundtrack)","LMFAO","Playlist","US3M51322616"
"Flynn Lives","Daft Punk","TRON: Legacy","LMFAO","Playlist","USWD11054895"
"Icarus","Michael McCann","Deus Ex: Human Revolution (Original Soundtrack)","LMFAO","Playlist","USSR21100727"
"Adagio in D Minor (From ""Sunshine"")","The City of Prague Philharmonic Orchestra","Epic Themes","LMFAO","Playlist","GBAJC0900181"
"Changeling","Zack Hemsey","Empty Room","LMFAO","Playlist","US5C31000003"
"Mombasa (From ""Inception"")","Hans Zimmer","Hans Zimmer - The Classics","LMFAO","Playlist","USSM11609636"
"Moments","London Music Works","Epic Themes","LMFAO","Playlist","GBAJC1500304"
"Crossing Mars","Harry Gregson-Williams","The Martian: Original Motion Picture Score","LMFAO","Playlist","USQX91502782"
"Light of the Seven","Ramin Djawadi","Game of Thrones (Music from the HBO® Series - Season 6)","LMFAO","Playlist","USNLR1600338"
"Rallying Market","Dominic Lewis","Money Monster (Original Motion Picture Soundtrack)","LMFAO","Playlist","US4DG1600259"
"History of Transformers","Steve Jablonsky","Transformers: The Last Knight (Music from the Motion Picture)","LMFAO","Playlist","USKLP1700096"
"Cogman Sings","Steve Jablonsky","Transformers: The Last Knight (Music from the Motion Picture)","LMFAO","Playlist","USKLP1700097"
"Time","Hans Zimmer","Inception (Music from the Motion Picture)","LMFAO","Playlist","USRE11000577"
"Interstellar Medley - Live","Hans Zimmer","Live In Prague","LMFAO","Playlist","GBCBR1700208"
"The Dark Knight Trilogy Medley - Live","Hans Zimmer","Live In Prague","LMFAO","Playlist","GBCBR1700206"
"Inception Medley - Live","Hans Zimmer","Live In Prague","LMFAO","Playlist","GBCBR1700209"
"My Name Is Lincoln","Steve Jablonsky","The Island (Original Motion Picture Soundtrack)","LMFAO","Playlist","US5940510163"
"Archangel","Thomas Bergersen","Archangel","LMFAO","Playlist","ushm81164661"
"Recognizer","Daft Punk","TRON: Legacy","LMFAO","Playlist","USWD11054879"
"American Beauty","Thomas Newman","American Beauty (Soundtrack)","LMFAO","Playlist","USDW10010007"
"Dalur - Island Songs V","Ólafur Arnalds","Island Songs","LMFAO","Playlist","GBUM71603248"
"Near Light","Ólafur Arnalds","Living Room Songs","LMFAO","Playlist","GBWZD1103702"
"Finale","Daft Punk","TRON: Legacy","LMFAO","Playlist","USWD11054897"
"Alan Turing's Legacy","Alexandre Desplat","The Imitation Game (Original Motion Picture Soundtrack)","LMFAO","Playlist","USSM11406190"
"Inside the Mind","Ryan Taubert","Score: A Film Music Documentary (Original Soundtrack)","LMFAO","Playlist","TCADA1775370"
"Glassworks : Opening Piece - Arr. for Harp","Philip Glass","Glass: Metamorphosis & The Hours (Arr. for Harp)","LMFAO","Playlist","NLA460912131"
"I Live For That Energy - Piano Version","Armin van Buuren","I Live For That Energy (ASOT 800 Anthem) EP","LMFAO","Playlist","NLF711609197"
"Modum","Kai Engel","Caeli","LMFAO","Playlist","GBSMU3945901"
"Seeker","Kai Engel","The Run","LMFAO","Playlist","GBSMU3556274"
"Soli","Kai Engel","Caeli","LMFAO","Playlist","GBSMU3902918"
"Highway to the Stars","Kai Engel","The Scope","LMFAO","Playlist","GBSMU2208541"
"Curtains are Always Drawn","Kai Engel","The Scope","LMFAO","Playlist","GBSMU2208538"
"Hurricane","Slow Meadow","Hurricane","LMFAO","Playlist","US7QT1700020"
"Thin - Lambert Rework","Aquilo","ii (Reworks)","LMFAO","Playlist","GBUM71804323"
"Stay In The Dark","Lambert","Stay In The Dark","LMFAO","Playlist","DEEH61510013"
"Another One","Lambert","Another One","LMFAO","Playlist","DELV41801135"
"Daedalus","Kai Engel","Caeli","LMFAO","Playlist","GBSMU3902922"
"Periculum","Kai Engel","Caeli","LMFAO","Playlist","GBSMU3902925"
"Tumult","Kai Engel","The Run","LMFAO","Playlist","GBSMU3556280"
"Chance","Kai Engel","The Run","LMFAO","Playlist","GBSMU3556281"
"Run","Kai Engel","The Run","LMFAO","Playlist","GBSMU3556275"
"Ender's War","Steve Jablonsky","Ender's Game (Original Motion Picture Score)","LMFAO","Playlist","US3M51322701"
